ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,cik,Formatted Date,ticker/date,_id,Adj Close,Close,High,Low,Open,Volume
RCL,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/fa7e26aaa52b5bf30455b809ea0e58a231ef2155d3060c9c25907fe65ac56333.png,https://www.royalcaribbeangroup.com/,A,High,BB,Medium,BB,Medium,503,327,310,1140,BBB,High,884887,04/19/2022,RCL04/19/2022,662183b3f6fcf517c9211afa,84.4800033569336,84.4800033569336,84.9000015258789,82.02999877929688,82.02999877929688,2438000.0
RL,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/627d9592-80ec-11ea-8d78-00000000092a.png,https://investor.ralphlauren.com/,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,BBB,High,1037038,04/19/2022,RL04/19/2022,662183b3f6fcf517c9210c45,107.04466247558594,112.80999755859376,113.33999633789062,109.37999725341795,109.37999725341795,718300.0
RHI,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/611b69c8-80ec-11ea-97f0-00000000092a.png,https://www.roberthalf.com/,B,Medium,BB,Medium,BB,Medium,255,334,310,899,BB,Medium,315213,04/19/2022,RHI04/19/2022,662183b3f6fcf517c9211613,107.80907440185548,113.0999984741211,113.5199966430664,109.4499969482422,109.4499969482422,726800.0
PXD,Pioneer Natural Resources Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/5d0d741c-80ec-11ea-a494-00000000092a.png,https://www.pxd.com/,AA,Excellent,BBB,High,BB,Medium,700,412,300,1412,A,High,1038357,04/18/2022,PXD04/18/2022,662183b3f6fcf517c920fa9e,218.5049743652344,256.6700134277344,258.79998779296875,252.6100006103516,256.1300048828125,1522200.0
ROL,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/65f77576-80ec-11ea-b637-00000000092a.png,https://www.rollins.com/,A,High,BB,Medium,BB,Medium,500,300,305,1105,BBB,High,84839,04/19/2022,ROL04/19/2022,662183b3f6fcf517c9211809,34.59000015258789,34.59000015258789,34.779998779296875,34.290000915527344,34.34000015258789,1111800.0
RMD,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/6392da88-80ec-11ea-998e-00000000092a.png,https://www.resmed.com/,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,BBB,High,943819,04/19/2022,RMD04/19/2022,662183b3f6fcf517c921141d,235.0806579589844,239.4199981689453,240.4900054931641,232.97000122070312,232.97000122070312,517400.0
ROK,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/65a84b78-80ec-11ea-a534-00000000092a.png,https://www.rockwellautomation.com/,BB,Medium,B,Medium,B,Medium,308,243,210,761,BB,Medium,1024478,04/19/2022,ROK04/19/2022,662183b3f6fcf517c921170e,270.9100036621094,270.9100036621094,271.2300109863281,261.67999267578125,262.3999938964844,529300.0
TDG,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/80ac1b50-80ec-11ea-a061-00000000092a.png,https://www.transdigm.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,1260221,04/19/2022,TDG04/19/2022,662183b3f6fcf517c9214523,643.739990234375,643.739990234375,647.1500244140625,633.1900024414062,633.1900024414062,160200.0
ROP,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,570,350,340,1260,A,High,882835,04/19/2022,ROP04/19/2022,662183b3f6fcf517c9211901,462.75,462.75,463.8500061035156,456.6499938964844,457.8200073242188,371000.0
SWK,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,555,315,300,1170,BBB,High,93556,04/19/2022,SWK04/19/2022,662183b3f6fcf517c9212aaa,134.46461486816406,144.55999755859375,144.77000427246094,141.3699951171875,141.3699951171875,1667800.0
SYK,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,BBB,High,310764,04/19/2022,SYK04/19/2022,662183b3f6fcf517c9212f8e,265.4967346191406,271.6700134277344,273.8299865722656,260.3800048828125,260.3800048828125,2345400.0
SYY,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,555,301,305,1161,BBB,High,96021,04/19/2022,SYY04/19/2022,662183b3f6fcf517c921337a,83.59854125976562,88.0999984741211,88.45999908447266,85.58000183105469,86.0999984741211,1954300.0
SHW,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,295,259,220,774,BB,Medium,89800,04/19/2022,SHW04/19/2022,662183b3f6fcf517c92122d2,247.4252014160156,252.25,253.8500061035156,246.6499938964844,246.6499938964844,1275500.0
STE,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,510,301,305,1116,BBB,High,1757898,04/19/2022,STE04/19/2022,662183b3f6fcf517c9212e94,247.3500061035156,247.3500061035156,248.5,242.6699981689453,243.4600067138672,343200.0
SYF,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,BBB,High,1601712,04/19/2022,SYF04/19/2022,662183b3f6fcf517c9213187,40.70000076293945,40.70000076293945,41.040000915527344,40.06999969482422,40.06999969482422,8155700.0
SPG,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,225,247,205,677,B,Medium,1063761,04/19/2022,SPG04/19/2022,662183b3f6fcf517c92123cd,131.32000732421875,131.32000732421875,131.75,127.88999938964844,128.77000427246094,1470700.0
SRE,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,A,High,1032208,04/19/2022,SRE04/19/2022,662183b3f6fcf517c92120dc,85.13500213623047,85.13500213623047,86.11000061035156,85.05000305175781,85.84500122070312,3440600.0
STT,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,225,211,210,646,B,Medium,93751,04/19/2022,STT04/19/2022,662183b3f6fcf517c9212ca0,69.67300415039062,74.91000366210938,75.9000015258789,74.19999694824219,75.12000274658203,4617400.0
SO,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,515,307,330,1152,BBB,High,92122,04/19/2022,SO04/19/2022,662183b3f6fcf517c92128b4,70.46458435058594,76.2699966430664,76.44000244140625,75.43000030517578,76.22000122070312,3759200.0
SNA,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,500,300,261,1061,BBB,High,91440,04/19/2022,SNA04/19/2022,662183b3f6fcf517c92126be,215.3187255859375,226.8699951171875,227.47000122070312,217.42999267578125,217.6499938964844,911300.0
TEL,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/81c63b2c-80ec-11ea-baa4-00000000092a.png,https://www.te.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium,1385157,04/19/2022,TEL04/19/2022,662183b3f6fcf517c9213a5a,124.37999725341795,124.37999725341795,124.63999938964844,122.27999877929688,122.3499984741211,972000.0
TFX,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static4.finnhub.io/file/publicdatany2/stock_logo/TFX_4295905048.jpg,https://www.teleflex.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,B,Medium,96943,04/19/2022,TFX04/19/2022,662183b3f6fcf517c9213c50,334.8057556152344,338.7300109863281,344.6099853515625,327.760009765625,327.760009765625,345200.0
TDY,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/800bfc1a-80ec-11ea-bbca-00000000092a.png,https://www.teledyne.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,1094285,04/19/2022,TDY04/19/2022,662183b3f6fcf517c9213b55,482.4599914550781,482.4599914550781,486.6700134277344,479.5400085449219,481.8399963378906,212300.0
TGT,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/83bbf858-80ec-11ea-9454-00000000092a.png,https://corporate.target.com/,A,High,BB,Medium,BB,Medium,550,342,313,1205,A,High,27419,04/19/2022,TGT04/19/2022,662183b3f6fcf517c921395f,232.68853759765625,246.0500030517578,247.1999969482422,239.47000122070312,240.3099975585937,4715700.0
TJX,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/867767c8-80ec-11ea-84cc-00000000092a.png,https://www.tjx.com/index.html,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,109198,04/19/2022,TJX04/19/2022,662183b3f6fcf517c9214232,63.306373596191406,65.43000030517578,65.62999725341797,62.43000030517578,62.56999969482422,9021100.0
TRV,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/8a5ea176-80ec-11ea-bcad-00000000092a.png,https://www.travelers.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,86312,07/27/2022,TRV07/27/2022,662183b3f6fcf517c9214662,158.9600067138672,158.9600067138672,161.66000366210938,157.25999450683594,161.32000732421875,1456300.0
TMO,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/87f0bdac-80ec-11ea-b741-00000000092a.png,https://www.thermofisher.com/,A,High,BB,Medium,B,Medium,527,332,280,1139,BBB,High,97745,04/19/2022,TMO04/19/2022,662183b3f6fcf517c9214139,571.2993774414062,574.1500244140625,576.0,568.3499755859375,574.760009765625,1139000.0
TSN,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png,https://www.tysonfoods.com/,A,High,BB,Medium,BB,Medium,530,374,340,1244,A,High,100493,04/19/2022,TSN04/19/2022,662183b3f6fcf517c9214a0a,91.439208984375,97.4800033569336,97.81999969482422,95.11000061035156,95.41999816894533,1911700.0
TYL,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png,https://www.tylertech.com/,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,BBB,High,860731,04/19/2022,TYL04/19/2022,662183b3f6fcf517c921490f,410.7900085449219,410.7900085449219,411.3299865722656,397.3200073242188,397.8299865722656,149900.0
UNH,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91f38836-80ec-11ea-a5be-00000000092a.png,https://www.unitedhealthgroup.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,731766,04/19/2022,UNH04/19/2022,662183b3f6fcf517c92152da,522.5145874023438,537.7000122070312,542.47998046875,535.239990234375,535.8900146484375,2207600.0
UPS,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/938d3558-80ec-11ea-b87d-00000000092a.png,https://www.ups.com/,A,High,BB,Medium,B,Medium,540,374,245,1159,BBB,High,1090727,04/19/2022,UPS04/19/2022,662183b3f6fcf517c92150e5,176.82888793945312,190.69000244140625,191.5,187.66000366210932,188.25,2448800.0
UDR,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/900c0f4a-80ec-11ea-8d9b-00000000092a.png,https://www.udr.com/,B,Medium,BB,Medium,B,Medium,225,301,215,741,B,Medium,74208,04/19/2022,UDR04/19/2022,662183b3f6fcf517c9214cfb,53.413421630859375,58.0,58.25,57.560001373291016,57.560001373291016,889600.0
UHS,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91358978-80ec-11ea-9330-00000000092a.png,https://uhs.com/,A,High,BB,Medium,BB,Medium,560,320,338,1218,A,High,352915,04/19/2022,UHS04/19/2022,662183b3f6fcf517c92153d8,151.4600067138672,151.4600067138672,153.52000427246094,151.17999267578125,152.0,524500.0
MOS,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png,https://www.mosaicco.com/,A,High,BB,Medium,BB,Medium,515,379,315,1209,A,High,1285785,04/18/2022,MOS04/18/2022,662183b2f6fcf517c920ce7f,75.0434341430664,78.1500015258789,79.27999877929688,75.22000122070312,75.98999786376953,6319500.0
USB,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9490028a-80ec-11ea-bee6-00000000092a.png,https://www.usbank.com/,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,BBB,High,36104,04/19/2022,USB04/19/2022,662183b3f6fcf517c9214b02,47.92643356323242,52.880001068115234,53.33000183105469,52.41999816894531,53.09000015258789,7707000.0
URI,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/93d2840c-80ec-11ea-af66-00000000092a.png,https://www.unitedrentals.com/,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,BBB,High,1067701,04/19/2022,URI04/19/2022,662183b3f6fcf517c92151e1,345.72711181640625,351.4800109863281,352.239990234375,340.0,340.2099914550781,613300.0
VLO,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9895287e-80ec-11ea-9005-00000000092a.png,https://www.valero.com/,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,A,High,1035002,04/19/2022,VLO04/19/2022,662183b3f6fcf517c92154d3,101.06841278076172,107.73999786376952,111.5199966430664,107.37999725341795,109.4800033569336,5141800.0
V,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96a1dba6-80ec-11ea-8ab6-00000000092a.png,https://usa.visa.com/,A,High,BB,Medium,BB,Medium,504,368,310,1182,BBB,High,1403161,04/19/2022,V04/19/2022,662183b3f6fcf517c9215da6,212.34356689453125,215.6999969482422,216.509994506836,212.44000244140625,213.1000061035156,5028800.0
VTR,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e63599b4-8279-11ea-a58d-00000000092a.png,https://www.ventasreit.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,740260,04/19/2022,VTR04/19/2022,662183b3f6fcf517c92155ce,55.91880035400391,60.560001373291016,61.119998931884766,60.41999816894531,60.810001373291016,1727800.0
VMC,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/98e82364-80ec-11ea-91db-00000000092a.png,https://www.vulcanmaterials.com/,A,High,BB,Medium,BB,Medium,570,319,300,1189,BBB,High,1396009,04/19/2022,VMC04/19/2022,662183b3f6fcf517c9215ea1,177.2100067138672,177.2100067138672,177.7100067138672,173.9199981689453,174.5,633900.0
WEC,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/9ed91c64-80ec-11ea-a88a-00000000092a.png,https://www.wecenergygroup.com/,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,A,High,783325,04/19/2022,WEC04/19/2022,662183b3f6fcf517c9216774,104.5199966430664,104.5199966430664,104.81999969482422,103.1500015258789,103.41000366210938,1447200.0
WELL,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/f36a2b02-80eb-11ea-bd6a-00000000092a.png,https://welltower.com/,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,BBB,High,766704,04/21/2022,WELL04/21/2022,662183b3f6fcf517c9216971,97.3000030517578,97.3000030517578,98.2699966430664,97.12999725341795,97.91999816894533,2477900.0
WMB,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9c7840c7a4d838e2d8eb3e1244b180fbd5d2c11bdfe84ff0591b407ac5c4272c.png,https://www.williams.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,107263,04/20/2022,WMB04/20/2022,662183b3f6fcf517c9216e52,32.33644485473633,35.91999816894531,36.18999862670898,35.400001525878906,35.54999923706055,6421100.0
WM,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/a3d670b8-80ec-11ea-bd29-00000000092a.png,https://www.wm.com/,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,A,High,823768,04/19/2022,WM04/19/2022,662183b3f6fcf517c921657c,153.92453002929688,159.0800018310547,159.74000549316406,158.30999755859375,158.36000061035156,1343100.0
WFC,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/a108f354-80ec-11ea-a9e8-00000000092a.png,https://www.wellsfargo.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,72971,04/19/2022,WFC04/19/2022,662183b3f6fcf517c921686d,45.20040512084961,47.83000183105469,48.18999862670898,47.33000183105469,47.38999938964844,19753300.0
WAT,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/0a5c3417481b22f5acd53469adf5c18e0c8d5a99e49bd245766818352728169f.png,https://www.waters.com/nextgen/us/en.html,B,Medium,B,Medium,B,Medium,270,292,235,797,BB,Medium,1000697,04/19/2022,WAT04/19/2022,662183b3f6fcf517c9216679,300.79998779296875,300.79998779296875,301.239990234375,292.0,292.70001220703125,415000.0
WAB,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/9c29d5da-80ec-11ea-a77b-00000000092a.png,https://www.wabteccorp.com/,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,A,High,943452,04/19/2022,WAB04/19/2022,662183b3f6fcf517c9216094,90.9499969482422,90.9499969482422,91.0199966430664,89.27999877929688,89.38999938964844,864000.0
WRB,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/740dcb527b61009b015033853e9bfbf73290277f9b9ea340f649eed255598acf.png,https://www.berkley.com,BB,Medium,B,Medium,BB,Medium,360,294,300,954,BBB,High,11544,04/19/2022,WRB04/19/2022,662183b3f6fcf517c9215f9c,69.19999694824219,69.19999694824219,69.68000030517578,68.63999938964844,69.45999908447266,1705800.0
WST,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/a8401906-80ec-11ea-b1a2-00000000092a.png,https://www.westpharma.com/,A,High,BB,Medium,BB,Medium,540,330,305,1175,BBB,High,105770,04/20/2022,WST04/20/2022,662183b3f6fcf517c9216a66,370.1421203613281,371.75,377.7999877929688,366.5299987792969,373.1799926757813,578900.0
WMT,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/52057505dd05a752d364065fcddf7772a700b31c47c39e9dcb41e393f6693d52.png,https://corporate.walmart.com,BB,Medium,B,Medium,B,Medium,310,281,220,811,BB,Medium,104169,04/19/2022,WMT04/19/2022,662183b3f6fcf517c921628a,50.98291015625,52.54999923706055,52.650001525878906,52.01333236694336,52.223331451416016,15855000.0
YUM,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/YUM_4295905127.png,https://www.yum.com/wps/portal/yumbrands/Yumbrands,A,High,BB,Medium,BB,Medium,500,320,310,1130,BBB,High,1041061,04/20/2022,YUM04/20/2022,662183b3f6fcf517c9217431,125.6999969482422,125.6999969482422,126.4000015258789,125.0,125.0,1773400.0
WY,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ac1dd6b8-80ec-11ea-997a-00000000092a.png,https://www.weyerhaeuser.com/,AA,Excellent,BB,Medium,BB,Medium,700,340,300,1340,A,High,106535,04/20/2022,WY04/20/2022,662183b3f6fcf517c9216d54,42.130001068115234,42.130001068115234,42.540000915527344,41.59999847412109,41.61000061035156,4632600.0
XYL,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/b7806a5bdc1a1644d60a225492aab173dfd95635750d7b9b45b8c0b294de1c6b.png,https://www.xylem.com/,BB,Medium,B,Medium,B,Medium,374,254,210,838,BB,Medium,1524472,04/20/2022,XYL04/20/2022,662183b3f6fcf517c9217336,86.80000305175781,86.80000305175781,87.4800033569336,85.97000122070312,86.33999633789062,905200.0
WRK,Westrock Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/3f3f2482-80d2-11ea-a5a1-00000000092a.png,https://www.westrock.com/,A,High,BB,Medium,BB,Medium,555,324,305,1184,BBB,High,1732845,04/20/2022,WRK04/20/2022,662183b3f6fcf517c9216c5b,52.20000076293945,52.20000076293945,52.65999984741211,51.560001373291016,51.65999984741211,1996200.0
ZBH,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/af918252-80ec-11ea-8921-00000000092a.png,https://www.zimmerbiomet.com/en,A,High,BB,Medium,BB,Medium,520,330,310,1160,BBB,High,1136869,04/20/2022,ZBH04/20/2022,662183b3f6fcf517c9217629,131.7259979248047,133.85000610351562,134.19000244140625,131.10000610351562,131.4499969482422,1976600.0
ZTS,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/aae505a6-80cd-11ea-ae5f-00000000092a.png,https://www.zoetis.com/,A,High,BB,Medium,BB,Medium,520,348,310,1178,BBB,High,1555280,04/20/2022,ZTS04/20/2022,662183b3f6fcf517c9217725,184.928451538086,187.77999877929688,190.8000030517578,185.16000366210932,186.0,2085000.0
CRM,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/5a800a68f67c85e1158caac04d7571fd645fadb4db02255a64f72805ff5c7e2a.png,https://www.salesforce.com/,B,Medium,B,Medium,B,Medium,215,241,200,656,B,Medium,1108524,04/19/2022,CRM04/19/2022,662183b3f6fcf517c9211cf0,191.14031982421875,191.38999938964844,192.1999969482422,185.5200042724609,187.2400054931641,6120400.0
CVX,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/b5214c2e-80eb-11ea-b823-00000000092a.png,https://www.chevron.com/,B,Medium,B,Medium,B,Medium,210,217,210,637,B,Medium,93410,04/22/2022,CVX04/22/2022,662183b1f6fcf517c91ff0ea,149.4196319580078,160.9499969482422,165.47000122070312,160.86000061035156,164.3800048828125,12160100.0
CTVA,Corteva Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/5e5e239c-80da-11ea-9057-00000000092a.png,https://www.corteva.com,AA,Excellent,BB,Medium,BB,Medium,610,312,320,1242,A,High,1755672,10/06/2022,CTVA10/06/2022,662183b1f6fcf517c9200bd8,59.8650016784668,60.88999938964844,61.959999084472656,60.75,61.209999084472656,3219100.0
LW,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/7dd3316b07aaae0476f1aef88bc624d4c5c5182ca5aa592de10fd909d55f9d1c.png,https://www.lambweston.com/,BB,Medium,B,Medium,BB,Medium,345,256,300,901,BBB,High,1679273,10/06/2022,LW10/06/2022,662183b2f6fcf517c920a3d2,81.29347229003906,82.7300033569336,84.44999694824219,82.0999984741211,82.3499984741211,2526700.0
MA,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96406588fb76d52e50bf7c2bc0f730206a19c4f08371ead195e22ca07da3f66f.png,https://investor.mastercard.com/investor-relations/default.aspx,B,Medium,B,Medium,B,Medium,210,230,215,655,B,Medium,1141391,04/18/2022,MA04/18/2022,662183b2f6fcf517c920b6f7,356.79998779296875,356.79998779296875,360.760009765625,353.2200012207031,353.989990234375,1871400.0
MAA,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/1e4096dc-80ec-11ea-b0aa-00000000092a.png,https://www.maac.com/,BB,Medium,B,Medium,B,Medium,315,261,210,786,BB,Medium,912595,04/18/2022,MAA04/18/2022,662183b2f6fcf517c920c4b1,188.2991485595703,203.17999267578125,206.13999938964844,202.02999877929688,205.22000122070312,436600.0
LUV,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/b3772d81283effbcbc60d9f05a9d7e383119b5240c6c4d4cb4b5089d53e03cce.png,https://www.southwest.com/,B,Medium,BB,Medium,B,Medium,295,314,218,827,BB,Medium,92380,04/19/2022,LUV04/19/2022,662183b3f6fcf517c92129ac,47.34999847412109,47.34999847412109,47.70000076293945,46.619998931884766,46.619998931884766,6060900.0
LEN,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/16c7bb94-80ec-11ea-b498-00000000092a.png,https://www.lennar.com/,BB,Medium,BB,Medium,B,Medium,363,344,220,927,BBB,High,920760,04/18/2022,LEN04/18/2022,662183b2f6fcf517c920a64c,73.68018341064453,76.0199966430664,77.58999633789062,75.48999786376953,76.16000366210938,1731500.0
